Probe Set ID,Gene Title,Gene Symbol
1425656_PM_a_at,brain-specific angiogenesis inhibitor 1-associated protein 2,Baiap2
1425657_PM_at,RIKEN cDNA 1700016D06 gene,1700016D06Rik
1425658_PM_at,CD109 antigen,Cd109
1425659_PM_at,target of myb1-like 2 (chicken),Tom1l2
1425660_PM_at,BTB (POZ) domain containing 3,Btbd3
1425661_PM_at,cytidine and dCMP deaminase domain containing 1,Cdadc1
1425662_PM_at,cytidine and dCMP deaminase domain containing 1,Cdadc1
1425663_PM_at,interleukin 1 receptor antagonist,Il1rn
1425664_PM_at,kelch-like 20,Klhl20
1425665_PM_a_at,signal recognition particle 54A /// signal recognition particle 54B /// signal recognition particle 54C,Srp54a /// Srp54b /// Srp54c
1425666_PM_at,zinc finger protein of the cerebellum 5,Zic5
1425667_PM_at,acyl-CoA thioesterase 11,Acot11
1425668_PM_a_at,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",St3gal4
1425669_PM_at,MOB kinase activator 3B,Mob3b
1425670_PM_at,regulatory factor X-associated ankyrin-containing protein,Rfxank
1425671_PM_at,homer homolog 1 (Drosophila),Homer1
1425672_PM_a_at,"transient receptor potential cation channel, subfamily C, member 2 /// Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough",Trpc2 /// Xntrpc
1425673_PM_at,LIM domain containing preferred translocation partner in lipoma,Lpp
1425674_PM_a_at,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),Ssu72
1425675_PM_s_at,carcinoembryonic antigen-related cell adhesion molecule 1,Ceacam1
1425676_PM_a_at,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1",Elovl1
1425677_PM_a_at,"ankyrin 1, erythroid",Ank1
1425678_PM_a_at,SNF related kinase,Snrk
1425679_PM_a_at,mitogen-activated protein kinase 8 interacting protein 1,Mapk8ip1
1425680_PM_a_at,beta-transducin repeat containing protein,Btrc
1425681_PM_a_at,prion protein gene complex /// prion protein dublet,Prn /// Prnd
1425682_PM_a_at,Tp53rk binding protein,Tprkb
1425683_PM_at,---,---
1425684_PM_at,"aldo-keto reductase family 1, member B10 (aldose reductase)",Akr1b10
1425685_PM_at,"aldo-keto reductase family 1, member B10 (aldose reductase)",Akr1b10
1425686_PM_at,CASP8 and FADD-like apoptosis regulator,Cflar
1425687_PM_at,CASP8 and FADD-like apoptosis regulator,Cflar
1425688_PM_a_at,dihydropyrimidinase,Dpys
1425689_PM_at,dihydropyrimidinase,Dpys
1425690_PM_at,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)",B3gat1
1425691_PM_at,"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)",B3gat1
1425692_PM_a_at,"dynein, axonemal, heavy chain 8",Dnah8
1425693_PM_at,Braf transforming gene,Braf
1425694_PM_at,T-box 5,Tbx5
1425695_PM_at,T-box 5,Tbx5
1425696_PM_at,nucleoredoxin-like 1,Nxnl1
1425697_PM_at,nuclear export mediator factor,Nemf
1425698_PM_a_at,CREB/ATF bZIP transcription factor,Crebzf
1425699_PM_a_at,abhydrolase domain containing 14A,Abhd14a
1425700_PM_at,"glutamate receptor, metabotropic 1",Grm1
1425701_PM_a_at,regulator of G-protein signaling 3,Rgs3
1425702_PM_a_at,ectonucleotide pyrophosphatase/phosphodiesterase 5,Enpp5
1425703_PM_at,peroxisome proliferator activator receptor delta,Ppard
1425704_PM_at,dehydrogenase/reductase (SDR family) member 11,Dhrs11
1425705_PM_a_at,ERO1-like beta (S. cerevisiae),Ero1lb
1425706_PM_a_at,damage specific DNA binding protein 2,Ddb2
1425707_PM_a_at,"potassium inwardly-rectifying channel, subfamily J, member 6",Kcnj6
1425708_PM_at,ring finger protein 17,Rnf17
1425709_PM_at,ring finger protein 17,Rnf17
1425710_PM_a_at,homer homolog 1 (Drosophila),Homer1
1425711_PM_a_at,thymoma viral proto-oncogene 1,Akt1
1425712_PM_at,cDNA sequence BC025446,BC025446
1425713_PM_a_at,ring finger protein 146,Rnf146
1425714_PM_a_at,Nfat activating molecule with ITAM motif 1,Nfam1
1425715_PM_at,"interleukin 1 family, member 8",Il1f8
1425716_PM_s_at,BCL2-antagonist/killer 1,Bak1
1425717_PM_at,LPS-responsive beige-like anchor,Lrba
1425718_PM_a_at,influenza virus NS1A binding protein,Ivns1abp
1425719_PM_a_at,N-myc (and STAT) interactor,Nmi
1425720_PM_at,---,---
1425721_PM_at,pleckstrin homology domain interacting protein,Phip
1425722_PM_at,interferon inducible GTPase 1B,Iigp1b
1425723_PM_at,"nuclear receptor subfamily 1, group I, member 2",Nr1i2
1425724_PM_at,"protein tyrosine phosphatase, receptor type, N polypeptide 2",Ptprn2
1425725_PM_s_at,"protein phosphatase 2, regulatory subunit B', gamma",Ppp2r5c
1425726_PM_x_at,"protein phosphatase 2, regulatory subunit B', gamma",Ppp2r5c
1425727_PM_at,claudin 19,Cldn19
1425728_PM_at,predicted gene 12185,Gm12185
1425729_PM_at,bestrophin 2,Best2
1425730_PM_at,"calcium channel, voltage-dependent, gamma subunit 6",Cacng6
1425731_PM_at,ankyrin repeat domain 24,Ankrd24
1425732_PM_a_at,Max interacting protein 1,Mxi1
1425733_PM_a_at,epidermal growth factor receptor pathway substrate 8,Eps8
1425734_PM_a_at,coiled-coil domain containing 77,Ccdc77
1425735_PM_at,MAP-kinase activating death domain,Madd
1425736_PM_at,CD37 antigen,Cd37
1425737_PM_at,RIKEN cDNA 1500002F19 gene,1500002F19Rik
1425738_PM_at,"Parts of antibodies, mostly variable regions. /// immunoglobulin kappa chain complex /// immunoglobulin kappa variable 3-12",abParts /// Igk /// Igkv3-12
1425739_PM_at,phospholipase D1,Pld1
1425740_PM_at,suppressor of variegation 4-20 homolog 1 (Drosophila),Suv420h1
1425741_PM_at,SLIT-ROBO Rho GTPase activating protein 3,Srgap3
1425742_PM_a_at,"TSC22 domain family, member 1",Tsc22d1
1425743_PM_at,tripartite motif-containing 7,Trim7
1425744_PM_a_at,mannoside acetylglucosaminyltransferase 5,Mgat5
1425745_PM_a_at,"transforming, acidic coiled-coil containing protein 2",Tacc2
1425746_PM_at,cutA divalent cation tolerance homolog-like,Cutal
1425747_PM_at,dedicator of cytokinesis 5,Dock5
1425748_PM_at,"DIRAS family, GTP-binding RAS-like 1",Diras1
1425749_PM_at,syntaxin binding protein 6 (amisyn),Stxbp6
1425750_PM_a_at,Janus kinase 3,Jak3
1425751_PM_at,"solute carrier family 22 (organic cation transporter), member 26",Slc22a26
1425752_PM_at,"solute carrier family 22 (organic cation transporter), member 26",Slc22a26
1425753_PM_a_at,uracil DNA glycosylase,Ung
1425754_PM_a_at,"butyrophilin, subfamily 1, member A1",Btn1a1
1425755_PM_at,mature T cell proliferation 1,Mtcp1
1425756_PM_at,"Rab40B, member RAS oncogene family",Rab40b
1425757_PM_a_at,interphotoreceptor matrix proteoglycan 1,Impg1
1425758_PM_a_at,interphotoreceptor matrix proteoglycan 1,Impg1
1425759_PM_at,NOBOX oogenesis homeobox,Nobox
1425760_PM_a_at,"phosphatidylinositol transfer protein, membrane-associated 1",Pitpnm1
1425761_PM_a_at,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",Nfatc1
1425762_PM_a_at,retinoid X receptor alpha,Rxra
1425763_PM_x_at,immunoglobulin heavy chain (J558 family) /// immunoglobulin heavy constant alpha,Igh-VJ558 /// Igha
1425764_PM_a_at,"branched chain aminotransferase 2, mitochondrial",Bcat2
1425765_PM_at,---,---
1425766_PM_x_at,---,---
1425767_PM_a_at,sine oculis-related homeobox 4,Six4
1425768_PM_at,diablo homolog (Drosophila),Diablo
1425769_PM_x_at,chemokine-like factor,Cklf
1425770_PM_at,RIKEN cDNA A730028G07 gene,A730028G07Rik
1425771_PM_at,"aldo-keto reductase family 1, member D1",Akr1d1
1425772_PM_at,"collagen, type IV, alpha 4",Col4a4
1425773_PM_s_at,nicotinamide nucleotide adenylyltransferase 1,Nmnat1
1425774_PM_at,serine/arginine repetitive matrix 4,Srrm4
1425775_PM_at,zinc finger protein 820,Zfp820
1425776_PM_a_at,expressed sequence C87436,C87436
1425777_PM_at,"calcium channel, voltage-dependent, beta 1 subunit",Cacnb1
1425778_PM_at,"indoleamine 2,3-dioxygenase 2",Ido2
1425779_PM_a_at,T-box 1,Tbx1
1425780_PM_a_at,transmembrane protein 167,Tmem167
1425781_PM_a_at,"phospholipase C, beta 1",Plcb1
1425782_PM_at,"phospholipase C, beta 1",Plcb1
1425783_PM_at,"tandem C2 domains, nuclear",Tc2n
1425784_PM_a_at,olfactomedin 1,Olfm1
1425785_PM_a_at,TXK tyrosine kinase,Txk
1425786_PM_a_at,heat shock transcription factor 4,Hsf4
1425787_PM_a_at,synaptotagmin-like protein 3-like /// synaptotagmin-like protein 3-like /// synaptotagmin-like 3,LOC101055731 /// LOC101055745 /// Sytl3
1425788_PM_a_at,enoyl Coenzyme A hydratase domain containing 2,Echdc2
1425789_PM_s_at,annexin A8,Anxa8
1425790_PM_a_at,"glutamate receptor, ionotropic, kainate 2 (beta 2)",Grik2
1425791_PM_at,paraoxonase 2,Pon2
1425792_PM_a_at,RAR-related orphan receptor gamma,Rorc
1425793_PM_a_at,RAR-related orphan receptor gamma,Rorc
1425794_PM_at,"polymerase (DNA directed), alpha 2",Pola2
1425795_PM_a_at,mitogen-activated protein kinase kinase kinase 7,Map3k7
1425796_PM_a_at,fibroblast growth factor receptor 3,Fgfr3
1425797_PM_a_at,spleen tyrosine kinase,Syk
1425798_PM_a_at,RecQ protein-like,Recql
1425799_PM_at,flavin containing monooxygenase 4,Fmo4
1425800_PM_at,RAD9 homolog B,Rad9b
1425801_PM_x_at,coactosin-like 1 (Dictyostelium),Cotl1
1425802_PM_a_at,Fc receptor-like A,Fcrla
1425803_PM_a_at,methyl-CpG binding domain protein 2,Mbd2
1425804_PM_at,H6 homeobox 2,Hmx2
1425805_PM_a_at,ubiquitin specific peptidase 12,Usp12
1425806_PM_a_at,mediator complex subunit 21,Med21
1425807_PM_at,cDNA sequence BC021891,BC021891
1425808_PM_a_at,myocardin,Myocd
1425809_PM_at,"fatty acid binding protein 4, adipocyte",Fabp4
1425810_PM_a_at,cysteine and glycine-rich protein 1,Csrp1
1425811_PM_a_at,cysteine and glycine-rich protein 1,Csrp1
1425812_PM_a_at,"calcium channel, voltage-dependent, N type, alpha 1B subunit",Cacna1b
1425813_PM_at,"phosphatidylinositol glycan anchor biosynthesis, class N",Pign
1425814_PM_a_at,calcitonin receptor-like,Calcrl
1425815_PM_a_at,hyaluronan mediated motility receptor (RHAMM),Hmmr
1425816_PM_at,zinc finger protein 287,Zfp287
1425817_PM_a_at,"solute carrier family 8 (sodium/calcium exchanger), member 1",Slc8a1
1425818_PM_at,RIKEN cDNA 4930520O04 gene,4930520O04Rik
1425819_PM_at,zinc finger and BTB domain containing 7C,Zbtb7c
1425820_PM_x_at,G patch domain containing 4,Gpatch4
1425821_PM_at,chloride channel 7,Clcn7
1425822_PM_a_at,deltex 1 homolog (Drosophila),Dtx1
1425823_PM_at,complement factor H-related 2,Cfhr2
1425824_PM_a_at,proprotein convertase subtilisin/kexin type 4,Pcsk4
1425825_PM_at,echinoderm microtubule associated protein like 6,Eml6
1425826_PM_a_at,sorbin and SH3 domain containing 1,Sorbs1
1425827_PM_at,NK2 homeobox 3,Nkx2-3
1425828_PM_at,NK6 homeobox 1,Nkx6-1
1425829_PM_a_at,STEAP family member 4,Steap4
1425830_PM_a_at,cyclin-dependent kinase 2 interacting protein,Cinp
1425831_PM_at,zinc finger protein 101,Zfp101
1425832_PM_a_at,chemokine (C-X-C motif) receptor 6,Cxcr6
1425833_PM_a_at,hippocalcin,Hpca
1425834_PM_a_at,"glycerol-3-phosphate acyltransferase, mitochondrial",Gpam
1425835_PM_a_at,bobby sox homolog (Drosophila),Bbx
1425836_PM_a_at,"LIM-domain containing, protein kinase",Limk1
1425837_PM_a_at,CCR4 carbon catabolite repression 4-like (S. cerevisiae),Ccrn4l
1425838_PM_at,"ATPase, class II, type 9A",Atp9a
1425839_PM_at,FK506 binding protein 11,Fkbp11
1425840_PM_a_at,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",Sema3f
1425841_PM_at,"solute carrier family 26, member 7",Slc26a7
1425842_PM_at,EGF-like repeats and discoidin I-like domains 3,Edil3
1425843_PM_at,mitochondrial ribosomal protein L33,Mrpl33
1425844_PM_a_at,RNA guanylyltransferase and 5'-phosphatase,Rngtt
1425845_PM_a_at,soc-2 (suppressor of clear) homolog (C. elegans),Shoc2
1425846_PM_a_at,calneuron 1,Caln1
1425847_PM_a_at,sterile alpha motif and leucine zipper containing kinase AZK,Zak
1425848_PM_a_at,dual specificity phosphatase 26 (putative),Dusp26
1425849_PM_at,"cholinergic receptor, nicotinic, beta polypeptide 4",Chrnb4
1425850_PM_a_at,NIMA (never in mitosis gene a)-related expressed kinase 6,Nek6
1425851_PM_a_at,adhesion molecule with Ig like domain 1,Amigo1
1425852_PM_at,catsper channel auxiliary subunit gamma 1,Catsperg1
1425853_PM_s_at,prolactin receptor,Prlr
1425854_PM_x_at,T-cell receptor beta-2 chain C region-like,LOC665506
1425855_PM_a_at,v-crk sarcoma virus CT10 oncogene homolog (avian),Crk
1425856_PM_at,calcium and integrin binding 1 (calmyrin),Cib1
1425857_PM_at,F-box and WD-40 domain protein 9,Fbxw9
1425858_PM_at,ubiquitin-conjugating enzyme E2M,Ube2m
1425859_PM_a_at,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",Psmd4
1425860_PM_x_at,chemokine-like factor,Cklf
1425861_PM_x_at,"calcium channel, voltage-dependent, alpha2/delta subunit 1",Cacna2d1
1425862_PM_a_at,"phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide",Pik3c2a
1425863_PM_a_at,"protein tyrosine phosphatase, receptor type, O",Ptpro
1425864_PM_a_at,VPS10 domain receptor protein SORCS 1,Sorcs1
1425865_PM_a_at,"ligase III, DNA, ATP-dependent",Lig3
1425866_PM_a_at,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4",Plekha4
1425867_PM_at,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4",Plekha4
1425868_PM_at,"histone cluster 2, H2bb",Hist2h2bb
1425869_PM_a_at,presenilin 2,Psen2
1425870_PM_a_at,Kv channel-interacting protein 2,Kcnip2
1425871_PM_a_at,immunoglobulin kappa chain variable 28 (V28),Igk-V28
1425872_PM_at,predicted gene 10229,Gm10229
1425873_PM_a_at,leptin receptor,Lepr
1425874_PM_at,homeobox C13,Hoxc13
1425875_PM_a_at,leptin receptor,Lepr
1425876_PM_a_at,glucuronyl C5-epimerase,Glce
1425877_PM_at,hyaluronoglucosaminidase 3,Hyal3
1425878_PM_at,calcium binding protein 4,Cabp4
1425879_PM_at,zinc finger protein 352,Zfp352
1425880_PM_x_at,zinc finger protein 352,Zfp352
1425881_PM_at,pregnancy-specific glycoprotein 28,Psg28
1425882_PM_at,growth differentiation factor 2,Gdf2
1425883_PM_at,"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)",Smg6
1425884_PM_at,ribosome production factor 2 homolog (S. cerevisiae),Rpf2
1425885_PM_a_at,"potassium voltage-gated channel, shaker-related subfamily, beta member 2",Kcnab2
1425886_PM_at,FEV (ETS oncogene family),Fev
1425887_PM_at,claudin 26,Cldn26
1425888_PM_at,"killer cell lectin-like receptor, subfamily A, member 17",Klra17
1425889_PM_at,"wingless-type MMTV integration site family, member 9A",Wnt9a
1425890_PM_at,"lymphocyte antigen 6 complex, locus I",Ly6i
1425891_PM_a_at,GH regulated TBC protein 1,Grtp1
1425892_PM_a_at,prepronociceptin,Pnoc
1425893_PM_a_at,fragile histidine triad gene,Fhit
1425894_PM_at,"MAS-related GPR, member F",Mrgprf
1425895_PM_a_at,inhibitor of DNA binding 1,Id1
1425896_PM_a_at,fibrillin 1,Fbn1
1425897_PM_at,---,---
1425898_PM_x_at,olfactomedin 3,Olfm3
1425899_PM_a_at,intersectin 1 (SH3 domain protein 1A),Itsn1
1425900_PM_at,hexokinase domain containing 1,Hkdc1
1425901_PM_at,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",Nfatc2
1425902_PM_a_at,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100",Nfkb2
1425903_PM_at,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",Sema6a
1425904_PM_at,special AT-rich sequence binding protein 2,Satb2
1425905_PM_at,---,---
1425906_PM_a_at,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",Sema3e
1425907_PM_s_at,angiomotin,Amot
1425908_PM_at,"guanine nucleotide binding protein (G protein), beta 1",Gnb1
1425909_PM_at,---,---
1425910_PM_at,"DnaJ (Hsp40) homolog, subfamily C, member 2",Dnajc2
1425911_PM_a_at,fibroblast growth factor receptor 1,Fgfr1
1425912_PM_at,centrosomal protein 164,Cep164
1425913_PM_a_at,"spermatogenesis associated, serine-rich 2-like",Spats2l
1425914_PM_a_at,"armadillo repeat containing, X-linked 1",Armcx1
1425915_PM_at,"solute carrier family 26, member 8",Slc26a8
1425916_PM_at,calpain 8,Capn8
1425917_PM_at,interferon-induced protein 44 like,Ifi44l
1425918_PM_at,---,---
1425919_PM_at,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12",Ndufa12
1425920_PM_at,CUE domain containing 1,Cuedc1
1425921_PM_a_at,RIKEN cDNA 1810055G02 gene,1810055G02Rik
1425922_PM_a_at,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",Mycn
1425923_PM_at,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",Mycn
1425924_PM_at,MyoD family inhibitor,Mdfi
1425925_PM_at,"Fc receptor, IgA, IgM, high affinity",Fcamr
1425926_PM_a_at,orthodenticle homolog 2,Otx2
1425927_PM_a_at,activating transcription factor 5,Atf5
1425928_PM_at,X Kell blood group precursor related family member 6 homolog,Xkr6
1425929_PM_a_at,ring finger protein 14,Rnf14
1425930_PM_a_at,MAX-like protein X,Mlx
1425931_PM_a_at,aryl hydrocarbon receptor nuclear translocator-like 2,Arntl2
1425932_PM_a_at,"CUGBP, Elav-like family member 1",Celf1
1425933_PM_a_at,"5'-nucleotidase, cytosolic II",Nt5c2
1425934_PM_a_at,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",B4galt4
1425935_PM_at,"heat shock protein family B (small), member 11",Hspb11
1425936_PM_a_at,ankyrin repeat and MYND domain containing 2,Ankmy2
1425937_PM_a_at,hexamethylene bis-acetamide inducible 1,Hexim1
1425938_PM_a_at,FK506 binding protein 11,Fkbp11
1425939_PM_at,RAD50 homolog (S. cerevisiae),Rad50
1425940_PM_a_at,single-stranded DNA binding protein 3,Ssbp3
1425941_PM_a_at,"Fanconi anemia, complementation group I",Fanci
1425942_PM_a_at,glycoprotein m6b,Gpm6b
1425943_PM_at,neuromedin U receptor 2,Nmur2
1425944_PM_a_at,RAD51 homolog D,Rad51d
1425945_PM_at,zinc finger protein 626,Zfp626
1425946_PM_at,"glutathione S-transferase, mu 7",Gstm7
1425947_PM_at,interferon gamma,Ifng
1425948_PM_a_at,"solute carrier family 25, member 30",Slc25a30
1425949_PM_at,"solute carrier family 25, member 30",Slc25a30
1425950_PM_at,"solute carrier family 17, member 9",Slc17a9
1425951_PM_a_at,"C-type lectin domain family 4, member n",Clec4n
1425952_PM_a_at,glucagon,Gcg
1425953_PM_at,---,---
1425954_PM_a_at,apurinic/apyrimidinic endonuclease 2,Apex2
1425955_PM_at,caveolin 2,Cav2
1425956_PM_a_at,cytidine and dCMP deaminase domain containing 1,Cdadc1
1425957_PM_x_at,"thymus, brain and testes associated",Tbata
1425958_PM_at,"interleukin 1 family, member 9",Il1f9
1425959_PM_x_at,"killer cell lectin-like receptor, subfamily A, member 16",Klra16
1425960_PM_s_at,paired box 6,Pax6
1425961_PM_at,cDNA sequence BC016548,BC016548
1425962_PM_at,killer cell lectin-like receptor subfamily B member 1F,Klrb1f
1425963_PM_at,calcium binding protein 7,Cabp7
1425964_PM_x_at,heat shock protein 1,Hspb1
1425965_PM_at,ubiquitin C,Ubc
1425966_PM_x_at,ubiquitin C,Ubc
1425967_PM_a_at,mast cell protease 4,Mcpt4
1425968_PM_s_at,SPEG complex locus,Speg
1425969_PM_a_at,huntingtin,Htt
1425970_PM_a_at,Ros1 proto-oncogene,Ros1
1425971_PM_at,---,---
1425972_PM_a_at,zinc finger protein X-linked,Zfx
1425973_PM_at,lysosomal trafficking regulator,Lyst
1425974_PM_a_at,tripartite motif-containing 25,Trim25
1425975_PM_a_at,mitogen-activated protein kinase 8 interacting protein 3,Mapk8ip3
1425976_PM_x_at,"zinc finger protein 353, pseudogene",Zfp353-ps
1425977_PM_a_at,STE20-like kinase,Slk
1425978_PM_at,myocardin,Myocd
1425979_PM_a_at,Fas (TNFRSF6) binding factor 1,Fbf1
1425980_PM_at,WD repeat domain 54,Wdr54
1425981_PM_a_at,retinoblastoma-like 2,Rbl2
1425982_PM_a_at,Werner syndrome homolog (human),Wrn
1425983_PM_x_at,homeodomain interacting protein kinase 2,Hipk2
1425984_PM_at,"collagen, type V, alpha 3",Col5a3
1425985_PM_s_at,mannan-binding lectin serine peptidase 1,Masp1
1425986_PM_a_at,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",Dcun1d1
1425987_PM_a_at,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",Kcnma1
1425988_PM_a_at,homeodomain interacting protein kinase 1,Hipk1
1425989_PM_a_at,eyes absent 3 homolog (Drosophila),Eya3
1425990_PM_a_at,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",Nfatc2
1425991_PM_a_at,KN motif and ankyrin repeat domains 2,Kank2
1425992_PM_at,"solute carrier family 6 (neurotransmitter transporter, glycine), member 5",Slc6a5
1425993_PM_a_at,heat shock 105kDa/110kDa protein 1,Hsph1
1425994_PM_a_at,N-acylsphingosine amidohydrolase 2,Asah2
