Gene-ID,Gene-Name,ACE1,ACE2,ACE3,ACE4,ACE5
ENSMUSG00000108513,Gm30075,0,3,0,0,0
ENSMUSG00000108514,2310001K20Rik,0,0,0,0,0
ENSMUSG00000108515,Olfr717-ps1,0,0,0,0,0
ENSMUSG00000108516,Gm44602,0,0,0,0,0
ENSMUSG00000108517,Gm45125,0,0,0,0,0
ENSMUSG00000108518,Gm5587,0,13,9,15,15
ENSMUSG00000108519,4833421K07Rik,15,0,3,0,4
ENSMUSG00000108520,Gm44684,12,5,3,0,0
ENSMUSG00000108521,Gm44639,320,214,164,182,125
ENSMUSG00000108522,Gm44664,0,0,0,0,0
ENSMUSG00000108523,4933430L12Rik,90,111,54,80,125
ENSMUSG00000108524,Gm44876,112,39,78,109,50
ENSMUSG00000108525,Gm7443,12,3,0,0,0
ENSMUSG00000108526,RP23-292C5.8,97,17,30,0,22
ENSMUSG00000108527,Gm45173,0,0,0,0,0
ENSMUSG00000108528,Gm8319,8,7,12,22,0
ENSMUSG00000108529,Gm29759,0,0,0,0,0
ENSMUSG00000108530,4930429H19Rik,0,0,0,0,0
ENSMUSG00000108531,Gm45108,0,0,0,0,0
ENSMUSG00000108532,Gm44905,0,0,0,0,0
ENSMUSG00000108533,Gm44792,0,0,0,0,0
ENSMUSG00000108534,Olfr1360,0,0,0,0,0
ENSMUSG00000108535,Gm45071,0,0,0,0,0
ENSMUSG00000108536,Gm45059,0,0,6,8,4
ENSMUSG00000108537,Olfr184-ps1,0,0,0,0,0
ENSMUSG00000108538,Gm45197,0,0,0,0,0
ENSMUSG00000108539,Klk1b12-ps,0,0,0,0,0
ENSMUSG00000108540,Gm4768,0,0,0,0,0
ENSMUSG00000108541,Gm44795,0,0,0,0,0
ENSMUSG00000108542,Gm44834,64,21,21,30,29
ENSMUSG00000108543,Gm44735,4,3,3,15,4
ENSMUSG00000108544,Cyp2b26-ps,0,0,0,0,0
ENSMUSG00000108545,Gm44613,0,0,0,0,0
ENSMUSG00000108546,Gm44662,67,111,116,124,118
ENSMUSG00000108547,Gm45186,8,15,18,22,4
ENSMUSG00000108548,Gm45006,0,0,3,0,0
ENSMUSG00000108550,Gm44736,0,0,0,0,0
ENSMUSG00000108551,Gm20274,53,25,36,30,8
ENSMUSG00000108552,Gm45227,0,0,0,0,0
ENSMUSG00000108553,Gm44880,0,0,0,0,0
ENSMUSG00000108554,Gm44824,0,0,0,0,0
ENSMUSG00000108555,Gm18310,108,66,87,102,57
ENSMUSG00000108556,Gm17987,0,0,0,0,0
ENSMUSG00000108557,Gm44835,30,25,18,8,15
ENSMUSG00000108558,Psg-ps1,0,0,0,0,4
ENSMUSG00000108559,Gm44782,0,0,0,0,0
ENSMUSG00000108560,Gm44695,56,17,27,51,22
ENSMUSG00000108561,Gm45219,0,0,0,0,0
ENSMUSG00000108562,Gm44519,0,0,0,0,0
ENSMUSG00000108563,Gm44686,268,152,155,109,61
ENSMUSG00000108565,Olfr189-ps1,0,0,0,0,0
ENSMUSG00000108566,Gm45031,0,0,0,8,0
ENSMUSG00000108567,Gm44513,0,0,3,0,0
ENSMUSG00000108568,Olfr277-ps1,8,0,3,0,0
ENSMUSG00000108569,Gm4593,4,37,21,8,54
ENSMUSG00000108570,Gm7726,0,0,0,0,0
ENSMUSG00000108571,Gm6855,15,23,24,0,22
ENSMUSG00000108572,Gm44883,0,0,0,0,0
ENSMUSG00000108573,Gm44986,157,224,209,262,423
ENSMUSG00000108574,Gm44981,49,5,21,15,22
ENSMUSG00000108575,Gm45229,8,0,0,0,0
ENSMUSG00000108576,Gm44778,0,5,0,0,0
ENSMUSG00000108577,Gm17811,0,3,0,0,0
ENSMUSG00000108578,RP23-144N15.3,0,3,0,0,0
ENSMUSG00000108579,Gm45154,0,0,0,0,0
ENSMUSG00000108580,Gm44868,4,0,0,0,0
ENSMUSG00000108581,Gm44896,0,0,3,0,4
ENSMUSG00000108582,Gm18973,8,3,0,8,4
ENSMUSG00000108583,Gm44854,4,0,0,8,0
ENSMUSG00000108584,Gm45216,34,33,42,167,79
ENSMUSG00000108586,Gm44976,0,0,0,0,0
ENSMUSG00000108587,Gm45214,0,0,0,0,0
ENSMUSG00000108588,Gm44814,0,0,0,0,0
ENSMUSG00000108589,Gm45225,0,0,0,0,0
ENSMUSG00000108590,Gm44962,0,0,0,0,0
ENSMUSG00000108591,Particl,461,259,209,131,128
ENSMUSG00000108592,Gm44685,0,13,9,0,11
ENSMUSG00000108593,Gm44581,0,0,0,0,0
ENSMUSG00000108594,Gm44770,0,3,3,0,8
ENSMUSG00000108595,RP23-190H11.8,0,5,0,0,0
ENSMUSG00000108596,Itgam,30,19,36,73,40
ENSMUSG00000108597,Gm44708,0,0,0,0,0
ENSMUSG00000108598,Gm44665,0,0,0,0,0
ENSMUSG00000108599,Gm10616,116,48,15,8,8
ENSMUSG00000108600,Gm44671,4,0,0,0,0
ENSMUSG00000108601,Gm44645,86,89,48,30,43
ENSMUSG00000108602,Klk1b10-ps,0,0,0,0,0
ENSMUSG00000108603,5330411O13Rik,12,3,3,8,4
ENSMUSG00000108604,Gm44850,4,0,0,0,0
ENSMUSG00000108605,Olfr396-ps1,0,0,0,0,0
ENSMUSG00000108606,Cyp2b27-ps,0,0,0,0,0
ENSMUSG00000108607,Gm44646,0,7,6,0,4
ENSMUSG00000108608,Gm6916,0,0,3,8,0
ENSMUSG00000108609,Gm7424,15,11,9,8,8
ENSMUSG00000108610,Gm29725,0,0,0,0,0
ENSMUSG00000108611,Gm44879,0,0,0,0,0
ENSMUSG00000108612,Gm44634,0,0,0,0,0
ENSMUSG00000108613,Gm36694,0,0,0,0,0
ENSMUSG00000108614,2610306O10Rik,391,66,220,95,29
ENSMUSG00000108615,Gm4973,4,5,0,0,4
ENSMUSG00000108616,Gm35040,0,0,0,0,0
ENSMUSG00000108617,Gm31749,4,5,0,0,4
ENSMUSG00000108618,Gm44816,0,3,0,0,0
ENSMUSG00000108619,Gm44839,0,0,0,0,0
ENSMUSG00000108620,Gm20670,0,0,0,0,0
ENSMUSG00000108621,Gm37494,1067,780,940,566,842
ENSMUSG00000108622,Gm36864,0,3,0,0,0
ENSMUSG00000108623,Gm45092,0,0,3,0,0
ENSMUSG00000108624,Gm45091,79,50,42,51,50
ENSMUSG00000108625,Gm44711,0,0,0,0,0
ENSMUSG00000108626,Gm45018,0,0,0,0,0
ENSMUSG00000108627,Gm45079,0,0,0,0,0
ENSMUSG00000108628,Gm5037,0,0,0,0,0
ENSMUSG00000108629,Gm44720,0,3,0,0,4
ENSMUSG00000108630,Gm44607,4,0,3,0,0
ENSMUSG00000108633,Gm44694,49,29,39,15,22
ENSMUSG00000108634,Gm44783,0,3,0,0,0
ENSMUSG00000108635,Gm44633,0,0,0,0,0
ENSMUSG00000108636,Gm44650,0,0,0,0,0
ENSMUSG00000108637,Gm4290,0,0,0,0,0
ENSMUSG00000108638,Gm45150,0,0,0,0,0
ENSMUSG00000108639,Olfr1400-ps1,0,0,0,0,0
ENSMUSG00000108640,Gm44508,0,0,3,0,0
ENSMUSG00000108641,Gm44807,0,0,0,0,0
ENSMUSG00000108642,Gm44903,0,0,0,0,0
ENSMUSG00000108643,Gm44931,34,9,9,15,40
ENSMUSG00000108644,Gm44920,0,0,0,0,0
ENSMUSG00000108645,Gm44722,0,0,0,0,4
ENSMUSG00000108646,Olfr162-ps1,0,0,0,0,0
ENSMUSG00000108647,Gm17984,0,0,0,0,0
ENSMUSG00000108648,Gm44674,27,9,15,30,4
ENSMUSG00000108649,Gm44855,0,0,0,0,0
ENSMUSG00000108650,Gm44867,4,5,3,0,8
ENSMUSG00000108651,Klk1b2-ps,0,0,0,0,0
ENSMUSG00000108652,0610006L08Rik,0,0,3,0,0
ENSMUSG00000108654,Gm9519,0,0,0,0,0
ENSMUSG00000108655,Gm44949,38,70,33,44,50
ENSMUSG00000108657,Gm45097,0,5,0,0,0
ENSMUSG00000108658,Gm45138,127,122,12,30,0
ENSMUSG00000108659,Gm34121,15,3,0,8,0
ENSMUSG00000108660,Gm21284,0,9,9,8,8
ENSMUSG00000108661,Gm45172,0,0,0,0,0
ENSMUSG00000108662,Olfr188-ps1,0,0,0,0,0
ENSMUSG00000108663,Gm33080,0,0,0,0,0
ENSMUSG00000108665,Gm44897,30,0,15,0,0
ENSMUSG00000108666,Gm44538,0,0,0,0,0
ENSMUSG00000108667,Gm45013,0,0,0,0,0
ENSMUSG00000108668,Gm45019,15,0,9,0,4
ENSMUSG00000108669,4930441H08Rik,0,0,0,0,0
ENSMUSG00000108670,Gm44815,8,21,6,0,4
ENSMUSG00000108671,2700080J24Rik,8,0,6,0,0
ENSMUSG00000108672,Gm45008,0,0,0,0,0
ENSMUSG00000108673,Gm44922,0,0,0,0,0
ENSMUSG00000108674,Olfr1359,0,0,0,0,0
ENSMUSG00000108675,Gm44970,0,3,0,0,0
ENSMUSG00000108676,Gm44875,0,0,0,0,0
ENSMUSG00000108677,Gm44759,134,144,116,124,171
ENSMUSG00000108678,Gm44758,23,27,18,30,18
ENSMUSG00000108679,Gm45134,0,0,0,0,0
ENSMUSG00000108681,Gm17825,15,19,9,0,22
ENSMUSG00000108682,Gm29754,0,0,0,0,0
ENSMUSG00000108683,Gm45017,0,0,0,0,0
ENSMUSG00000108685,Gm45149,0,0,0,0,0
ENSMUSG00000108686,Gm45080,4,0,0,0,0
ENSMUSG00000108687,Gm45007,0,0,0,0,0
ENSMUSG00000108688,Gm44985,0,5,9,51,89
ENSMUSG00000108689,Gm45354,97,44,48,44,22
ENSMUSG00000108691,Gm45226,0,0,3,0,0
ENSMUSG00000108692,Gm45034,0,0,0,0,0
ENSMUSG00000108693,Gm45153,60,3,36,30,11
ENSMUSG00000108694,Gm7287,15,9,9,8,4
ENSMUSG00000108695,Gm2511,0,3,0,0,0
ENSMUSG00000108696,Gm5738,97,58,42,37,54
ENSMUSG00000108697,4930486N12Rik,0,0,0,0,0
ENSMUSG00000108698,Gm44964,0,0,0,0,0
ENSMUSG00000108699,Gm18988,27,0,18,22,8
ENSMUSG00000108700,Gm7482,0,3,0,8,0
ENSMUSG00000108701,Gm44616,197,380,292,363,505
ENSMUSG00000108702,Gm9333,12,9,9,22,0
ENSMUSG00000108703,Gm44793,4,0,9,0,4
ENSMUSG00000108704,Gm44636,0,3,6,0,0
ENSMUSG00000108705,Gm18905,8,5,0,0,0
ENSMUSG00000108707,Gm44575,0,0,0,0,0
ENSMUSG00000108708,Gm29977,0,0,0,0,0
ENSMUSG00000108709,4933431G14Rik,0,3,0,0,0
ENSMUSG00000108711,Gm45143,0,0,0,0,0
ENSMUSG00000108712,Gm3189,0,0,0,0,0
ENSMUSG00000108713,Gm44591,4,0,0,0,0
ENSMUSG00000108714,Gm21057,12,13,9,0,4
ENSMUSG00000108716,Gm44902,0,0,0,0,0
ENSMUSG00000108717,Gm44940,8,0,0,0,8
ENSMUSG00000108718,Gm44749,0,0,0,0,0
ENSMUSG00000108719,Gm44757,0,0,0,0,0
ENSMUSG00000108720,Gm44672,41,60,102,37,82
ENSMUSG00000108721,Gm44721,0,0,0,0,0
ENSMUSG00000108722,Gm44944,0,0,3,8,0
ENSMUSG00000108723,Gm44837,45,15,30,22,22
ENSMUSG00000108724,Gm44734,0,0,0,0,0
ENSMUSG00000108725,Gm45004,0,0,0,0,0
ENSMUSG00000108726,Gm45106,4,0,0,0,0
ENSMUSG00000108727,Gm44779,0,0,0,0,0
ENSMUSG00000108728,Olfr240-ps1,0,7,0,0,0
ENSMUSG00000108729,Gm17831,0,5,0,0,0
ENSMUSG00000108730,Gm45135,0,0,0,0,0
ENSMUSG00000108731,Api5-ps,0,0,0,0,0
ENSMUSG00000108732,2310043P16Rik,30,27,12,8,22
ENSMUSG00000108734,Gm44817,0,0,0,0,0
ENSMUSG00000108735,Gm44638,0,0,0,0,0
ENSMUSG00000108736,Gm45151,12,21,6,8,4
ENSMUSG00000108737,BC060293,23,13,9,8,32
ENSMUSG00000108738,Gm44777,536,891,535,639,480
ENSMUSG00000108739,Gm45096,4,5,0,0,4
ENSMUSG00000108740,Gm6008,0,0,0,0,0
ENSMUSG00000108741,Gm44553,75,68,57,109,89
ENSMUSG00000108742,Gm44923,0,0,0,0,0
ENSMUSG00000108743,Gm44881,0,0,0,0,0
ENSMUSG00000108744,Gm9367,0,0,0,0,0
ENSMUSG00000108745,Gm17908,0,0,0,0,0
ENSMUSG00000108746,Gm45198,0,0,0,0,0
ENSMUSG00000108748,Gm44579,0,0,0,0,0
ENSMUSG00000108749,Gm44767,4,0,0,0,0
ENSMUSG00000108750,Gm44750,8,3,3,8,0
ENSMUSG00000108751,Gm45217,4,0,0,0,0
ENSMUSG00000108752,Gm45191,4,0,0,0,4
ENSMUSG00000108753,Gm45094,27,48,24,66,54
ENSMUSG00000108754,Gm44748,0,0,0,0,0
ENSMUSG00000108756,Gm44894,12,0,6,0,0
ENSMUSG00000108757,Gm45202,0,0,0,0,0
ENSMUSG00000108758,Gm44921,0,0,0,0,0
ENSMUSG00000108759,Klk1b18-ps,0,0,0,0,0
ENSMUSG00000108760,Gm44728,0,0,0,0,0
ENSMUSG00000108761,Atp6v0c-ps1,0,3,3,8,0
ENSMUSG00000108762,Gm45057,0,0,0,0,0
ENSMUSG00000108763,Gm36028,4,3,0,0,0
ENSMUSG00000108764,Gm2926,0,0,0,0,0
ENSMUSG00000108765,Gm44580,0,0,0,0,0
ENSMUSG00000108766,Gm44760,19,9,3,0,11
ENSMUSG00000108767,Gm29763,0,0,0,0,0
ENSMUSG00000108768,Gm44971,0,0,0,0,0
ENSMUSG00000108770,Gm44719,0,0,0,0,0
ENSMUSG00000108771,Gm45210,0,0,0,0,0
ENSMUSG00000108772,Gm6063,4,7,0,22,18
ENSMUSG00000108773,Gm44506,0,0,0,0,0
ENSMUSG00000108774,Gm45136,4,0,0,0,0
ENSMUSG00000108775,Gm44540,0,0,0,0,0
ENSMUSG00000108776,Gm45169,0,0,0,0,0
ENSMUSG00000108777,Gm45081,19,5,3,22,22
ENSMUSG00000108778,Gm44670,0,0,0,0,0
ENSMUSG00000108779,RP24-269A16.7,0,0,0,0,0
ENSMUSG00000108780,5430434F05Rik,60,144,81,73,121
ENSMUSG00000108781,Gm44707,0,0,0,0,0
ENSMUSG00000108782,Gm45035,0,0,0,8,4
ENSMUSG00000108783,Gm44819,4,0,0,0,4
ENSMUSG00000108784,4930517G19Rik,131,19,39,0,25
ENSMUSG00000108785,Gm4259,0,0,0,0,0
ENSMUSG00000108786,Gm8309,0,0,0,0,0
ENSMUSG00000108787,2200007N16Rik,0,0,0,0,0
ENSMUSG00000108788,4921513I08Rik,0,0,6,0,0
ENSMUSG00000108790,Gm44806,0,0,0,0,0
ENSMUSG00000108791,1700011D18Rik,0,0,0,0,0
ENSMUSG00000108792,Gm5418,0,0,0,0,0
ENSMUSG00000108793,Gm45213,75,78,105,204,285
ENSMUSG00000108794,Gm45195,0,0,0,0,0
ENSMUSG00000108795,Gm45121,0,3,0,0,0
ENSMUSG00000108796,Gm45126,0,0,0,0,0
ENSMUSG00000108797,Klk1b23-ps,0,0,0,0,0
ENSMUSG00000108798,Gm9521,0,0,0,0,0
ENSMUSG00000108799,Glud-ps,0,7,0,22,11
ENSMUSG00000108800,1700011C11Rik,0,0,0,0,0
ENSMUSG00000108801,Gm44514,60,52,21,22,36
ENSMUSG00000108802,Gm44769,0,0,3,8,0
ENSMUSG00000108803,Gm44904,0,0,0,0,0
ENSMUSG00000108804,Gm44628,0,0,0,8,0
ENSMUSG00000108805,Olfr278-ps1,0,0,0,0,0
ENSMUSG00000108806,Gm44729,279,138,152,95,139
ENSMUSG00000108807,4833404L02Rik,0,0,0,8,0
ENSMUSG00000108808,Gm45204,12,0,9,0,4
ENSMUSG00000108809,Gm45228,0,0,0,0,0
ENSMUSG00000108810,Gm44629,0,0,0,0,4
ENSMUSG00000108811,4933432K03Rik,0,0,0,0,0
ENSMUSG00000108812,C130083A15Rik,56,76,48,44,68
ENSMUSG00000108813,Rpl19-ps9,0,5,6,0,0
ENSMUSG00000108814,Gm44766,0,0,0,0,0
ENSMUSG00000108815,RP23-325D10.3,1762,1675,1445,1190,1733
ENSMUSG00000108816,Gm6230,0,0,0,0,0
ENSMUSG00000108818,Gm44869,4,3,0,0,0
ENSMUSG00000108819,Gm45177,0,3,0,0,0
ENSMUSG00000108820,Gm44620,8,0,0,0,0
ENSMUSG00000108821,4933423L19Rik,0,0,0,0,0
ENSMUSG00000108822,Gm44787,0,0,0,0,0
ENSMUSG00000108823,Gm18959,23,13,15,15,8
ENSMUSG00000108824,RP24-274B19.2,0,0,0,0,0
ENSMUSG00000108825,RP24-252B21.3,105,15,42,44,47
ENSMUSG00000108826,4931412I15Rik,0,0,0,0,0
ENSMUSG00000108827,Olfr1310,4,0,0,0,0
ENSMUSG00000108828,Gm44885,0,0,0,0,0
ENSMUSG00000108829,Vmn2r-ps89,12,0,3,0,0
ENSMUSG00000108830,Gm44661,23,17,9,8,4
ENSMUSG00000108831,Gm7957,0,0,0,0,0
ENSMUSG00000108832,Gm44832,12,21,3,8,15
ENSMUSG00000108833,Gm17909,4,5,24,0,4
ENSMUSG00000108834,Gm18458,0,0,0,0,0
ENSMUSG00000108835,Gm44566,0,0,0,0,0
ENSMUSG00000108836,Gm44813,0,0,0,0,0
ENSMUSG00000108837,Gm44865,0,0,0,0,0
ENSMUSG00000108838,Gm45189,0,0,0,0,0
ENSMUSG00000108839,Gm44547,0,0,0,0,0
ENSMUSG00000108840,Gm5320,0,0,0,0,0
ENSMUSG00000108841,Frmpd2,4,9,0,0,0
ENSMUSG00000108842,Gm45001,30,9,18,0,4
ENSMUSG00000108843,Gm4501,4,0,0,0,0
ENSMUSG00000108844,Gm6702,0,3,0,0,4
ENSMUSG00000108845,Gm45090,0,0,0,0,0
ENSMUSG00000108846,Gm10623,0,0,0,0,0
ENSMUSG00000108847,B830042I05Rik,0,0,3,0,0
ENSMUSG00000108848,4933430N04Rik,0,0,0,0,0
ENSMUSG00000108849,Gm35147,0,0,0,0,0
ENSMUSG00000108850,Gm44914,60,25,45,22,8
ENSMUSG00000108851,Gm44930,0,3,0,0,0
ENSMUSG00000108852,Gm44911,0,5,3,0,0
ENSMUSG00000108853,Gm18464,0,0,0,0,0
ENSMUSG00000108854,D830036C21Rik,19,17,9,22,8
ENSMUSG00000108855,Gm44917,4,11,0,0,4
ENSMUSG00000108856,Gm44912,0,0,0,0,4
ENSMUSG00000108857,Gm44578,0,3,0,0,0
ENSMUSG00000108858,Gm4587,0,0,0,8,0
ENSMUSG00000108859,Gm44776,0,0,0,8,0
ENSMUSG00000108860,Gm6070,0,0,0,8,0
ENSMUSG00000108861,5930435M05Rik,0,0,0,0,0
ENSMUSG00000108862,Gm17991,0,0,0,0,0
ENSMUSG00000108863,Gm5002,0,0,0,0,0
ENSMUSG00000108864,Gm44933,0,0,0,0,0
ENSMUSG00000108865,Gm44617,0,0,0,0,0
ENSMUSG00000108866,Gm44791,71,25,18,0,8
ENSMUSG00000108867,Gm44643,0,0,0,0,0
ENSMUSG00000108868,Gm45087,8,0,0,0,0
ENSMUSG00000108869,Gm44532,4,0,0,0,0
ENSMUSG00000108870,Gm44893,0,0,0,0,0
ENSMUSG00000108871,Gm45102,60,9,185,73,15
ENSMUSG00000108872,Dlg2,34,5,0,0,8
ENSMUSG00000108873,Gm44609,0,0,6,0,0
ENSMUSG00000108874,Gm9711,0,0,0,8,0
ENSMUSG00000108875,Gm45064,0,0,0,0,0
ENSMUSG00000108876,Gm44692,4,0,0,0,0
ENSMUSG00000108877,Gm45157,0,0,0,0,0
ENSMUSG00000108878,RP24-343G19.3,339,212,327,211,256
ENSMUSG00000108879,Gm18056,0,0,0,0,0
ENSMUSG00000108880,Gm44560,510,483,449,465,540
ENSMUSG00000108881,Gm44849,0,0,0,0,0
ENSMUSG00000108882,Gm44563,0,0,0,0,0
ENSMUSG00000108883,Gm44623,4,9,3,8,0
ENSMUSG00000108884,RP23-306P12.3,0,0,0,0,0
ENSMUSG00000108885,4930402F11Rik,0,0,0,0,0
ENSMUSG00000108886,Gm44830,19,17,15,8,22
ENSMUSG00000108887,Olfr1479-ps1,0,0,0,0,0
ENSMUSG00000108888,Gm45231,45,64,66,73,75
ENSMUSG00000108889,Olfr1555-ps1,0,0,0,0,0
ENSMUSG00000108890,Gm44847,0,0,0,8,0
ENSMUSG00000108891,Olfr1291-ps1,0,0,0,0,0
ENSMUSG00000108892,Gm9449,0,3,3,0,4
ENSMUSG00000108893,Gm44927,0,0,0,0,0
ENSMUSG00000108894,RP23-103E11.7,12,3,0,15,4
ENSMUSG00000108895,Gm45070,4,3,0,8,0
ENSMUSG00000108896,Gm20136,0,0,0,0,0
ENSMUSG00000108897,Gm44861,0,0,0,0,0
ENSMUSG00000108899,Gm44811,0,0,0,0,0
ENSMUSG00000108900,C430049E01Rik,0,0,0,0,0
ENSMUSG00000108902,Gm9377,0,0,0,0,0
ENSMUSG00000108903,Gm45029,0,0,0,0,0
ENSMUSG00000108904,Gm45147,0,0,0,0,0
ENSMUSG00000108905,Gm44618,0,0,0,8,4
ENSMUSG00000108906,Gm8314,0,9,6,22,0
ENSMUSG00000108907,Gm4541,0,0,0,0,0
ENSMUSG00000108908,Olfr1293-ps,0,0,0,0,0
ENSMUSG00000108909,Gm9373,0,0,0,0,0
ENSMUSG00000108910,Gm44625,49,29,33,0,22
ENSMUSG00000108911,Gm45113,4,0,0,0,0
ENSMUSG00000108912,E230020D15Rik,617,142,220,59,128
ENSMUSG00000108913,Gm2448,0,0,0,0,0
ENSMUSG00000108914,Gm44908,0,0,0,0,0
ENSMUSG00000108915,Gm44966,0,0,0,0,0
ENSMUSG00000108916,Gm18944,0,0,0,8,0
ENSMUSG00000108917,Gm38451,0,0,0,0,0
ENSMUSG00000108918,Gm44802,0,0,0,0,0
ENSMUSG00000108919,Olfr1295,0,0,0,0,0
ENSMUSG00000108920,Gm44678,0,3,0,0,0
ENSMUSG00000108921,Gm4083,0,0,0,0,0
ENSMUSG00000108922,Gm44825,0,0,0,0,0
ENSMUSG00000108923,4933431C10Rik,82,64,36,44,43
ENSMUSG00000108924,4933436H12Rik,0,0,0,0,0
ENSMUSG00000108925,Gm19880,0,0,0,0,0
ENSMUSG00000108926,Gm10988,15,11,0,8,8
ENSMUSG00000108928,Vmn2r-ps61,0,0,0,0,0
ENSMUSG00000108929,Cc2d2b,53,17,27,22,4
ENSMUSG00000108930,Gm44701,38,25,18,8,11
ENSMUSG00000108931,Olfr1284,0,0,0,0,0
ENSMUSG00000108932,Gm31463,0,3,0,0,0
ENSMUSG00000108933,Gm44582,0,0,0,0,0
ENSMUSG00000108934,Gm44732,168,27,116,30,11
ENSMUSG00000108935,4930588G17Rik,0,3,3,0,15
ENSMUSG00000108936,Gm8745,0,0,0,0,0
ENSMUSG00000108937,Gm18908,0,0,0,0,0
ENSMUSG00000108938,Gm44583,4,5,0,0,0
ENSMUSG00000108939,Olfr500-ps1,0,0,0,0,0
ENSMUSG00000108940,RP23-182F18.1,45,48,45,80,29
ENSMUSG00000108941,D530014G21Rik,0,0,3,8,0
ENSMUSG00000108942,Gm44660,8,5,6,0,4
ENSMUSG00000108943,Gm44559,23,15,18,22,18
ENSMUSG00000108944,Gm4558,0,0,0,0,0
ENSMUSG00000108945,Olfr1481-ps1,0,0,0,0,0
ENSMUSG00000108946,Gm18598,0,0,0,0,0
ENSMUSG00000108947,Olfr1422-ps1,0,0,0,8,0
ENSMUSG00000108948,Olfr695,0,0,0,0,0
ENSMUSG00000108949,Gm45069,0,3,0,0,0
ENSMUSG00000108950,9130015G15Rik,0,7,0,0,8
ENSMUSG00000108952,Gm44612,0,0,0,0,0
ENSMUSG00000108953,Gm45129,0,0,0,0,0
ENSMUSG00000108954,Gm44901,82,15,27,15,47
ENSMUSG00000108955,Gm44775,12,50,33,80,50
ENSMUSG00000108956,Gm45179,0,0,0,0,0
ENSMUSG00000108957,Gm45235,53,21,63,22,25
ENSMUSG00000108958,Gm21032,0,0,0,0,0
ENSMUSG00000108959,Gm44697,12,3,0,0,4
ENSMUSG00000108960,Gm44943,0,0,0,0,0
ENSMUSG00000108961,Gm32540,0,0,0,0,0
ENSMUSG00000108962,Gm44959,0,0,0,0,0
ENSMUSG00000108963,Gm16478,0,0,0,0,0
ENSMUSG00000108964,Gm18600,0,0,3,0,0
ENSMUSG00000108965,Gm44551,0,0,0,0,0
ENSMUSG00000108966,Gm45119,0,0,0,0,0
ENSMUSG00000108967,Gm45181,0,0,0,0,0
ENSMUSG00000108968,Gm45011,0,0,3,0,0
ENSMUSG00000108969,Gm45044,0,3,0,0,0
ENSMUSG00000108970,WI1-648A4.1,0,0,0,0,0
ENSMUSG00000108971,Gm18210,0,0,3,0,4
ENSMUSG00000108972,Gm7675,0,0,0,0,0
ENSMUSG00000108973,Gm44555,0,0,0,0,0
ENSMUSG00000108974,Olfr1483-ps1,0,0,0,0,0
ENSMUSG00000108975,Mlnr-ps,15,15,0,0,8
ENSMUSG00000108976,Gm29797,0,5,0,0,0
ENSMUSG00000108977,Gm45180,0,0,0,0,4
ENSMUSG00000108978,Gm44689,0,0,0,8,0
ENSMUSG00000108979,1700016B15Rik,38,58,60,15,50
ENSMUSG00000108980,Gm45155,0,5,0,0,0
ENSMUSG00000108981,Gm15262,0,0,0,0,0
ENSMUSG00000108982,Gm17988,0,0,0,0,0
ENSMUSG00000108983,Gm44926,0,0,0,0,0
ENSMUSG00000108984,Gm44916,19,37,9,22,64
ENSMUSG00000108985,A930030B08Rik,67,48,27,37,36
ENSMUSG00000108986,Gm45009,0,0,0,0,0
ENSMUSG00000108987,Gm45056,12,0,0,0,0
ENSMUSG00000108988,Gm44934,0,0,0,0,0
ENSMUSG00000108989,Gm44984,8,0,0,0,0
ENSMUSG00000108990,Gm44648,4,0,3,0,0
ENSMUSG00000108991,RP23-75I5.1,38,70,63,37,75
ENSMUSG00000108992,Gm19092,0,0,0,0,0
ENSMUSG00000108993,Gm44846,0,0,0,0,0
ENSMUSG00000108994,Gm31663,0,0,0,0,0
ENSMUSG00000108995,Olfr485,0,0,0,8,0
ENSMUSG00000108997,Gm45045,0,0,0,0,0
ENSMUSG00000108998,Olfr505-ps1,0,0,0,0,0
ENSMUSG00000109000,Gm18460,0,0,0,0,0
ENSMUSG00000109001,Gm45024,0,0,0,0,0
ENSMUSG00000109002,Gm44900,0,5,0,0,4
ENSMUSG00000109003,Gm36011,0,0,0,0,0
ENSMUSG00000109004,Gm44594,0,0,0,0,0
ENSMUSG00000109005,Gm45221,97,195,110,138,93
ENSMUSG00000109006,B230209E15Rik,0,0,3,8,0
ENSMUSG00000109007,Olfr1439-ps1,0,0,0,0,0
ENSMUSG00000109008,Gm44899,8,19,6,15,11
ENSMUSG00000109009,Gm44929,12,3,9,0,0
ENSMUSG00000109010,Gm45027,0,0,0,0,0
ENSMUSG00000109011,Gm44857,0,0,0,0,0
ENSMUSG00000109012,Gm44820,0,0,0,0,0
ENSMUSG00000109013,Gm44723,0,0,0,0,0
ENSMUSG00000109014,Gm44546,0,0,0,0,0
ENSMUSG00000109015,Gm45010,27,13,15,8,11
ENSMUSG00000109016,Gm44647,0,7,9,0,0
ENSMUSG00000109017,Gm44631,0,0,3,0,0
ENSMUSG00000109018,Gm44809,0,0,0,0,0
ENSMUSG00000109019,Gm18455,0,0,0,0,0
ENSMUSG00000109020,Olfr197,0,0,0,0,0
ENSMUSG00000109021,Gm44812,0,0,0,0,0
ENSMUSG00000109022,Olfr1432,0,0,0,0,0
ENSMUSG00000109023,Gm44565,0,3,0,0,0
ENSMUSG00000109024,Gm18063,0,0,0,0,0
ENSMUSG00000109025,Gm6858,0,0,0,0,0
